Open,High,Low,Close,Volume,Number of Trades,Date,Symbol,SMA_50,SMA_200,EMA_50,EMA_200
391.3367,408.4919,388.5266,407.031,3633.6,2852,2022-04-28,BNB,410.018888,,409.8477875673402,417.7919251622314
406.9167,410.5685,389.7072,392.9567,3251.7,2359,2022-04-29,BNB,410.433704,,409.1853919764642,417.5448084939505
392.9236,399.7994,376.1763,377.6699,6297.5,3445,2022-04-30,BNB,410.53439,,407.94949033032833,417.1480432353042
376.856,391.4307,375.6203,389.7687,4247.9,2819,2022-05-01,BNB,410.882564,,407.23651816051154,416.875611959331
390.0046,392.467,382.1431,389.4601,4262.5,2792,2022-05-02,BNB,411.43112399999995,,406.53940372284444,416.6028207955566
389.5415,392.074,379.6666,383.8704,3673.6,2426,2022-05-03,BNB,411.627764,,405.6504231846937,416.27712506624766
383.6083,406.1043,383.4472,402.8846,3886.0,2416,2022-05-04,BNB,412.24998,,405.541959530392,416.1438661103646
402.71,413.4659,370.8785,378.5618,8212.1,4945,2022-05-05,BNB,412.110808,,404.4839140586119,415.76991520379386
378.0297,383.0034,370.6333,379.1764,4478.5,3056,2022-05-06,BNB,411.85696,,403.4914625269016,415.40580062465165
379.3275,380.6106,360.5297,365.5814,4120.9,2729,2022-05-07,BNB,411.211762,,402.00479340819965,414.9100354443069
365.3679,366.5851,349.6524,356.2514,3118.7,2310,2022-05-08,BNB,410.33734400000003,,400.2105426863095,414.3263674299358
355.8078,359.2835,295.6246,296.4528,6702.81,4460,2022-05-09,BNB,408.45739399999997,,396.14161160057193,413.153496112225
296.2439,332.7354,289.1874,319.1211,15096.1,14023,2022-05-10,BNB,406.922422,,393.1211993809417,412.2178503797651
318.9374,322.8326,260.9912,271.4971,26910.36,15808,2022-05-11,BNB,404.274486,,388.3516268561989,410.81764390832467
271.6629,284.6501,211.3738,268.9112,22368.8,13966,2022-05-12,BNB,401.479002,,383.66768854811266,409.4056394913264
268.9114,313.3855,265.6406,290.6285,5211.1,4005,2022-05-13,BNB,399.00197000000003,,380.0190929187749,408.2237774068356
291.4993,299.3038,272.3365,297.0692,3120.6,2611,2022-05-14,BNB,396.743396,,376.76615594156806,407.1177617112452
297.0844,312.6582,285.6651,312.3008,2381.0,2111,2022-05-15,BNB,394.66654200000005,,374.2381027673889,406.17430935590943
312.4132,578.27,290.5756,297.17,3556.0,3186,2022-05-16,BNB,391.99361400000004,,371.2158242274913,405.0896893623183
297.3339,310.6541,296.2772,305.9733,4716.9,3030,2022-05-17,BNB,389.52398200000005,,368.6572938656289,404.103456632345
306.1135,308.5136,287.0877,287.5441,2587.3,3885,2022-05-18,BNB,386.579784,,365.47638430227096,402.94366203898835
288.7154,308.6699,287.1846,307.0476,3095.3,2523,2022-05-19,BNB,383.885258,,363.1850594276721,401.98947236695864
306.4852,315.9298,294.3199,302.4048,13068.1,8761,2022-05-20,BNB,381.368494,,360.8015198422732,400.9985801046009
302.4181,314.1298,299.3736,312.4176,1648.0,1682,2022-05-21,BNB,378.66562799999997,,358.9041112210076,400.1171773174905
312.6489,323.5658,311.6887,319.2405,2420.2,2150,2022-05-22,BNB,376.31816599999996,,357.3486754868505,399.312434259605
319.2756,337.0461,315.4846,317.1216,3741.0,4070,2022-05-23,BNB,373.65283800000003,,355.77114311481716,398.49461501324083
317.2469,330.6545,312.4331,328.3914,4279.5,3765,2022-05-24,BNB,371.261952,,354.6974276985498,397.7970705852484
328.2811,337.6103,324.2611,325.6839,3461.4,5110,2022-05-25,BNB,368.86668000000003,,353.5596422986067,397.07952659932556
325.7381,331.7596,297.4846,302.9879,6534.9,4840,2022-05-26,BNB,366.51980000000003,,351.57643671826924,396.143291508785
302.7363,309.5642,290.9011,301.2683,6318.9,4356,2022-05-27,BNB,363.825512,,349.6035686116704,395.19926174252845
301.7587,310.3015,297.1543,307.6701,3880.6,3490,2022-05-28,BNB,361.53818400000006,,347.9591188621932,394.328324809767
307.5396,308.051,298.8198,305.9782,2293.7,2995,2022-05-29,BNB,359.11754799999994,,346.31280831857777,393.44921909026687
306.1127,323.8943,303.9473,321.904,5921.6,5186,2022-05-30,BNB,357.21043000000003,,345.3556001492218,392.73732636300053
321.8329,324.7936,313.7028,320.8154,3040.1,4084,2022-05-31,BNB,355.737788,,344.3932393590563,392.02168530466224
321.0216,324.3829,297.8952,300.5803,5290.4,4242,2022-06-01,BNB,353.4762820000001,,342.6750848743874,391.1118207742676
300.643,309.295,298.3685,308.385,2328.1,2524,2022-06-02,BNB,351.186252,,341.33037566362714,390.2886683287525
308.126,310.2366,293.4868,298.3211,2254.5,2318,2022-06-03,BNB,348.86273,,339.64373740230843,389.3735681463769
298.98,302.93,294.9977,301.2489,1640.3,1595,2022-06-04,BNB,346.537172,,338.1380575041787,388.49670577676125
301.4603,302.4174,295.2126,299.2037,1002.7,1330,2022-06-05,BNB,344.172238,,336.6112199549952,387.60821815709204
299.1326,312.2618,288.067,295.3776,3387.2,3077,2022-06-06,BNB,341.93903000000006,,334.99421525087774,386.69050056348914
295.2126,295.8656,273.9189,290.3234,4931.3,3700,2022-06-07,BNB,339.4013,,333.2424185743727,385.73162394096687
290.2333,294.5767,284.1765,288.4843,2463.7,2510,2022-06-08,BNB,336.72265200000004,,331.4871982381228,384.76398887687765
288.3515,293.2628,286.2988,289.5016,1769.8,1621,2022-06-09,BNB,334.15757399999995,,329.840704189569,383.8161044104411
289.6442,298.3614,283.2283,286.3429,4234.7,3094,2022-06-10,BNB,331.778906,,328.1349079468408,382.8462217794915
286.5284,290.534,265.3783,269.8813,3520.3,2172,2022-06-11,BNB,329.04588,,325.85045273323925,381.72219270705875
270.0045,271.8605,251.4735,254.9631,2655.6,2126,2022-06-12,BNB,326.114338,,323.070556547622,380.46090820251095
254.5773,257.1645,213.6039,222.9251,10366.7,6945,2022-06-13,BNB,322.595306,,319.14328374183293,378.893387722884
222.7663,231.1613,204.3592,223.0661,7506.15,5172,2022-06-14,BNB,318.96824,,315.3755510460748,377.3428674470344
